{-2.68 , -1.99 , 3.30 , 3.48 , -0.65 , -1.57 }, 
{-5.39 , -4.02 , 6.52 , 6.90 , -1.31 , -3.13 }, 
{-8.14 , -6.10 , 9.69 , 10.28 , -1.98 , -4.69 }, 
{-10.91 , -8.23 , 12.81 , 13.62 , -2.66 , -6.25 }, 
{-13.73 , -10.40 , 15.90 , 16.93 , -3.34 , -7.80 }, 
{-16.59 , -12.63 , 18.95 , 20.23 , -4.04 , -9.35 }, 
{-19.51 , -14.90 , 21.99 , 23.53 , -4.74 , -10.89 }, 
{-22.49 , -17.23 , 25.01 , 26.84 , -5.45 , -12.43 }, 
{-22.53 , -18.18 , 20.63 , 23.55 , -1.20 , -7.44 }, 
{-22.49 , -19.07 , 16.27 , 20.23 , 2.89 , -2.61 }, 
{-22.38 , -19.90 , 11.90 , 16.85 , 6.86 , 2.09 }, 
{-22.19 , -20.67 , 7.50 , 13.41 , 10.72 , 6.69 }, 
{-21.94 , -21.37 , 3.04 , 9.89 , 14.49 , 11.22 }, 
{-21.62 , -22.00 , -1.48 , 6.27 , 18.20 , 15.71 }, 
{-21.24 , -22.55 , -6.11 , 2.53 , 21.85 , 20.17 }, 
{-20.80 , -23.03 , -10.85 , -1.32 , 25.46 , 24.65 }, 
{-18.82 , -20.22 , -7.95 , 0.51 , 21.37 , 20.56 }, 
{-16.86 , -17.44 , -5.07 , 2.30 , 17.27 , 16.47 }, 
{-14.93 , -14.68 , -2.21 , 4.04 , 13.15 , 12.33 }, 
{-13.02 , -11.93 , 0.64 , 5.74 , 8.98 , 8.14 }, 
{-11.14 , -9.21 , 3.46 , 7.39 , 4.73 , 3.86 }, 
{-9.30 , -6.50 , 6.28 , 9.00 , 0.39 , -0.53 }, 
{-7.48 , -3.81 , 9.08 , 10.55 , -4.07 , -5.06 }, 
{-5.70 , -1.12 , 11.88 , 12.07 , -8.68 , -9.76 }, 
{-1.47 , 2.43 , 8.65 , 8.10 , -9.30 , -9.36 }, 
{2.69 , 5.89 , 5.34 , 4.09 , -9.89 , -8.94 }, 
{6.77 , 9.25 , 1.95 , 0.01 , -10.45 , -8.49 }, 
{10.80 , 12.53 , -1.54 , -4.14 , -10.99 , -8.01 }, 
{14.80 , 15.74 , -5.14 , -8.40 , -11.49 , -7.51 }, 
{18.78 , 18.90 , -8.86 , -12.78 , -11.97 , -6.99 }, 
{22.76 , 22.02 , -12.73 , -17.32 , -12.41 , -6.45 }, 
{26.77 , 25.11 , -16.76 , -22.06 , -12.82 , -5.89 }, 
{23.45 , 22.09 , -14.46 , -19.08 , -11.30 , -5.16 }, 
{20.14 , 19.06 , -12.21 , -16.16 , -9.77 , -4.44 }, 
{16.82 , 16.02 , -10.02 , -13.29 , -8.23 , -3.72 }, 
{13.50 , 12.95 , -7.87 , -10.47 , -6.68 , -3.01 }, 
{10.14 , 9.84 , -5.77 , -7.69 , -5.13 , -2.30 }, 
{6.75 , 6.68 , -3.73 , -4.95 , -3.57 , -1.61 }, 
{3.32 , 3.47 , -1.72 , -2.24 , -2.01 , -0.92 }, 
{-0.18 , 0.18 , 0.24 , 0.44 , -0.44 , -0.24 }, 
