{-1.71 , -2.74 , -2.74 , -1.71 , 4.36 , 4.36 }, 
{-3.45 , -5.50 , -5.50 , -3.45 , 8.62 , 8.62 }, 
{-5.24 , -8.28 , -8.28 , -5.24 , 12.81 , 12.81 }, 
{-7.07 , -11.07 , -11.07 , -7.07 , 16.94 , 16.94 }, 
{-8.93 , -13.88 , -13.88 , -8.93 , 21.03 , 21.03 }, 
{-10.83 , -16.72 , -16.72 , -10.83 , 25.12 , 25.12 }, 
{-12.76 , -19.59 , -19.59 , -12.76 , 29.23 , 29.23 }, 
{-14.73 , -22.48 , -22.48 , -14.73 , 33.39 , 33.39 }, 
{-3.13 , -3.00 , 2.97 , 3.11 , 0.63 , -0.69 }, 
{-6.51 , -5.92 , 5.70 , 6.36 , 1.10 , -1.18 }, 
{-5.02 , -3.69 , 7.86 , 7.57 , -2.46 , -4.79 }, 
{-3.55 , -1.46 , 10.02 , 8.75 , -6.11 , -8.51 }, 
{-0.22 , 1.34 , 7.36 , 5.51 , -6.51 , -8.07 }, 
{3.05 , 4.08 , 4.65 , 2.24 , -6.90 , -7.61 }, 
{1.72 , 1.87 , 2.51 , 0.96 , -3.23 , -3.93 }, 
{0.35 , -0.35 , 0.35 , -0.35 , 0.35 , -0.35 }, 
